Smiles,chembl_id,chembl_pref_name
COc1ccc(/C=N/NC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)cc1,CHEMBL4104540,None
COc1ccc(Nc2ncnc3ccc(NC(=S)Nc4ccc(Cl)cc4)cc23)cc1,CHEMBL571800,None
Cc1nc(-c2cccc(Nc3ncnc4ccccc34)c2)cs1,CHEMBL339084,None
O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL93754,None
COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,CHEMBL197525,None
COc1ccc(N(C)c2nc(Cl)nc3cc(C)ccc23)cc1,CHEMBL3920429,None
C#Cc1cccc(Nc2ncnc3ccc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)nc4)cc23)c1,CHEMBL3217998,None
COc1cc2nc(C)nc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC.Cl,CHEMBL531961,None
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,CHEMBL1928886,None
CCOCCOc1cc2ncnc(Nc3ccc(NCCS(C)(=O)=O)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL4456662,None
COCCOc1cc2ncnc(Nc3ccc(N(CCCl)CCCl)cc3)c2cc1OCCOC.Cl,CHEMBL2417871,None
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,CHEMBL4439338,None
COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC1CCN(C(=O)/C=C/Cl)CC1,CHEMBL3912945,None
CCN(CC)C(=O)[C@@H](C)Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(C)c12,CHEMBL4114567,None
CC(C)(C)S(=O)(=O)c1cc2c(Nc3ccc4scnc4c3)ncnc2cc1OCCOS(=O)(=O)O,CHEMBL4595801,None
COCCN(C)C(=O)[C@@H](C)Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(C)c12,CHEMBL4110402,None
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCC(C(=O)NO)C(C)C,CHEMBL3949397,None
COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN(C)CC(=O)N1C,CHEMBL3891130,None
C[C@H]1[C@H](OC(=O)CCC(=O)Nc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,CHEMBL4641562,None
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(F)cc3OC(C)CF)c12,CHEMBL3899248,None
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)cc3)ncnc2cc1O[C@H]1CCOC1,CHEMBL3622644,None
COc1cc2nc(Nc3ccc(O)c(C[N+](C)(C)C)c3)nc(Nc3ccc(O)c(C[N+](C)(C)C)c3)c2cc1OC,CHEMBL1185163,None
C=CC(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,CHEMBL4175383,None
CC1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4cc32)CC1,CHEMBL4634127,None
CNc1ccc2c(Nc3cc(S(=O)(=O)NC)ccc3N(C)C)ncnc2c1,CHEMBL3813872,None
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)OC,CHEMBL3895009,None
CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL489112,None
Cc1ccc(NC(=O)Nc2ccc3ncnc(Nc4ccc(F)cc4)c3c2)cc1Cl,CHEMBL459958,None
C#Cc1cccc(Nc2nc(NCc3ccccc3)nc3cc(OC)c(OC)cc23)c1,CHEMBL2148041,None
C#CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CHEMBL591039,None
CC(=O)Nc1cccc(Nc2nc(-c3cccs3)nc3ccccc23)c1,CHEMBL1307612,None
CS(=O)(=O)Nc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,CHEMBL3040841,None
Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCOCC6)o5)cc34)cc2Cl)c1,CHEMBL3546948,None
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(O)c4)ncnc3cc2OC)CC1,CHEMBL3938932,None
CCc1ccccc1Nc1ncnc2ccccc12,CHEMBL1619751,None
COc1cc(Nc2ncnc3cc(OC)c(OC)cc23)cc([N+](=O)[O-])c1,CHEMBL531117,None
O=C(Nc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,CHEMBL467629,None
O=S(=O)(c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cc(F)cc(F)c5F)c(Cl)c4)c3c2)cc1)N1CCOCC1,CHEMBL2347530,None
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCCCC4)c(OC)cc23)cc1Cl,CHEMBL3304217,None
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(Cl)cc3O[C@H](C)C(=O)NCC(F)(F)F)c12,CHEMBL4110252,None
Cc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1,CHEMBL1543298,None
COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1,CHEMBL4167968,None
Nc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL1622857,None
O=C(/C=C/CN1CCCC1)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,CHEMBL4171594,None
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,CHEMBL3890751,None
C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccnc4)c(Cl)c3)ncnc2cc1OCCNC(C)=O,CHEMBL3676350,None
COc1cc(OC)c2c(=O)c(OCCOc3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4cc3OC)c(-c3ccc(OC)c(OC)c3)oc2c1,CHEMBL2042967,None
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL289213,None
CN(c1ccc(Cl)cc1Cl)c1nc(C(Cl)(Cl)Cl)nc2ccccc12,CHEMBL3930300,None
CCOc1cc2ncnc(Nc3cccc(-c4csc(NN)n4)c3)c2cc1OCC,CHEMBL125515,None
CCOc1cc2ncnc(Nc3cc(Cl)c(Cl)c(Cl)c3)c2cc1OCC,CHEMBL580582,None
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)cc23)c1,CHEMBL3741533,None
COc1cc2nc(C)nc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,CHEMBL529643,None
O=C(Nc1ccccc1-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1)c1ccncc1,CHEMBL3666739,None
COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c(O)c4)c3c2s1,CHEMBL3905538,None
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(F)c3)c2cc1OCCCN1CCN(C)CC1,CHEMBL593760,None
Cc1cccc(-c2nc(Nc3ccc(C(=O)O)cc3)c3ccccc3n2)c1,CHEMBL1956880,None
CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(Cl)c3)c2cc1OC,CHEMBL3301888,None
C=C(C)C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL524132,None
COc1cc2ncnc(Nc3ccc4c(c3)CCN4C(=O)Cc3ccn(C)n3)c2cc1OC,CHEMBL3355044,None
O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,CHEMBL14627,None
CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4061283,None
C=CCOc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,CHEMBL3040788,None
COc1cc2ncnc(N(CCN(C)C)c3ccc(C)c(Br)c3)c2cc1OC,CHEMBL1275627,None
O=C(CO)N1CCC[C@H]1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,CHEMBL403569,None
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(C(C)(C)C)cc3)c2c1,CHEMBL1221700,None
CN(C)CCCNCCC(=O)Nc1ccc(Nc2nc(-c3ccccc3NC(=O)CCNCCCN(C)C)nc3ccccc23)cc1,CHEMBL3912254,None
[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1,CHEMBL215716,None
COc1cccc(NC(=O)N2CCCc3cc(Nc4ncnc5cc(OC)c(OC)cc45)ccc32)c1,CHEMBL4539051,None
CCCCNC(=O)Nc1cccc(N(C)c2ncnc3cc(OC)c(OC)cc23)c1,CHEMBL1277073,None
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C(=O)OCC)ccc4O)c3cc21,CHEMBL3612587,None
O=[N+]([O-])c1ccc(COc2ccccc2Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1,CHEMBL4538874,None
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(F)cc3O[C@H](C)C(=O)NCC#N)c12,CHEMBL4110019,None
COc1cc2nc([S+]([O-])CC(=O)Nc3ccc(C#N)cc3)nc(Nc3c(Cl)cc(/C=C/C#N)cc3Cl)c2cc1OC,CHEMBL4446570,None
CCN(CC)C1CCC(Nc2nc(Nc3cc(Cl)cc(Cl)c3)c3ccccc3n2)CC1,CHEMBL283383,None
COc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL1928709,None
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1COc2ccccc2O1,CHEMBL2070196,None
COC(=O)CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,CHEMBL3978177,None
CCN(CC)C1CCC(Nc2nc(Nc3cccc(Br)c3)c3ccccc3n2)CC1,CHEMBL428526,None
O=C(CN1CCCC1)Nc1ccc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2c1,CHEMBL4160686,None
COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,CHEMBL3895129,None
Fc1ccccc1COc1ccc(Nc2ncnc3ccc(-c4nnc(C(F)(F)F)o4)cc23)cc1Cl,CHEMBL527930,None
CCc1cc(Br)ccc1Nc1ncnc2cc(OC)c(OCCCN3CCNCCNCCNCC3)cc12,CHEMBL4462514,None
COCCOc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC,CHEMBL127249,None
COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,CHEMBL327307,None
Clc1cccc(Nc2nc(Nc3cn[nH]c3)nc3ccccc23)c1,CHEMBL4583672,None
O=C(O)c1ccc(Nc2nc(Nc3ccc(Oc4ccccc4)cc3)nc3ccc([N+](=O)[O-])cc23)cc1,CHEMBL1774777,None
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCN2C)n1,CHEMBL3956056,None
CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)n(-c2cccc(N)c2)n1,CHEMBL2403815,None
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(F)c4)ncnc3cc2OC)CC1,CHEMBL3902395,None
CCOC(=O)Nc1cc(Cl)c(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,CHEMBL3302952,None
C=Cc1ccc(-c2ccc3ncnc(Nc4ccc(CC#N)cc4)c3c2)cc1,CHEMBL3942049,None
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,CHEMBL207235,None
COCCN1CCN(c2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2F)CC1,CHEMBL4461895,None
CN(C)c1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,CHEMBL3661266,None
CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC,CHEMBL225199,None
O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,CHEMBL3965948,None
COc1ccc(-c2nc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)no2)cc1,CHEMBL3985840,None
CC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(CC#N)cc4)c3c2)cc1,CHEMBL3890572,None
Cc1cccc(N(C)c2ncnc3cc(C)c(C)cc23)c1,CHEMBL1195437,None
Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL36727,None
O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1)c1ccccn1,CHEMBL214023,None
COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3928396,None
CCNC(=O)Nc1cc(Cl)c(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,CHEMBL3302608,None
O=c1oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2n1CCCN1CCOCC1,CHEMBL2064372,None
CC(=O)c1cccc(Nc2nc(-c3ccccc3Cl)nc3ccccc23)c1,CHEMBL1593306,None
CCOc1ccc2nc(-c3cccc(OCC(=O)NC(C)C)c3)nc(Nc3ccc(-c4cn[nH]c4)cc3)c2c1,CHEMBL4648818,None
CN(CCCl)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL379047,None
Cc1cc(Cl)ccc1Nc1nc(N(C)c2ccccc2)c2ccccc2n1,CHEMBL327983,None
Clc1ccc2nc(NCCc3c[nH]c4ccccc34)nc(Nc3ccc4[nH]ncc4c3)c2c1,CHEMBL4087295,None
C[N+](C)(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Cc1ccc([N+](=O)[O-])cc1.[Br-],CHEMBL4439982,None
COc1ccc(Nc2nc(N3CCN(C)CC3)nc3ccccc23)c(OC)c1,CHEMBL522504,None
COc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cc1,CHEMBL353901,None
Cl.c1cc(Nc2ncnc3cc4c(cc23)OCCO4)cc(-c2ccc[nH]2)c1,CHEMBL3297959,None
COc1ccc(Nc2nc(Nc3ccc(OC)c(OC)c3)c3cc(OC)c(OC)cc3n2)cc1OC,CHEMBL3092501,None
CN(C)C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,CHEMBL4168254,None
COc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1OCCCN1CCNCCNCCNCC1,CHEMBL4447003,None
C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)N1CCOCC1,CHEMBL3671514,None
COc1cc(Nc2ncnc3ccc(-c4ccc(CN5CC6C(CO)C6C5)cc4)cc23)ccc1Oc1ccccc1,CHEMBL1999749,None
C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=S)NCC,CHEMBL3676386,None
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(S(N)(=O)=O)cc3)c2c1,CHEMBL3133910,None
NC(=O)c1cccc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc12,CHEMBL3675332,None
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,CHEMBL466598,None
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CNC4CC4)cc23)c1,CHEMBL3622678,None
COc1ccc(Nc2ncnc3ccc([N+](=O)[O-])cc23)cc1,CHEMBL3759269,None
COc1cc2ncnc(Nc3cc(O)ccc3F)c2cc1OC,CHEMBL3774904,None
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCN1CCNCCNCC1,CHEMBL4519183,None
CC(C)[C@H](N)C(=O)OCCOc1cc2ncnc(Nc3ccc4scnc4c3)c2cc1S(=O)(=O)C(C)(C)C,CHEMBL4469284,None
COc1cc2nc(Nc3ccc4c(cnn4Cc4ccccc4)c3)nc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1OC,CHEMBL581564,None
COc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1OC,CHEMBL4171017,None
O=C(/C=C/CN1CCCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,CHEMBL4435619,None
Fc1ccc(Nc2ncnc3ccccc23)cc1Cl,CHEMBL1688539,None
COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1.Cl,CHEMBL1346541,None
COc1ccc(N(C)c2nc(CCl)nc3ccccc23)cc1,CHEMBL492724,None
Cc1cccc(Nc2ncnc3ccc(N(C)C(=O)N(CCCl)N=O)cc23)c1,CHEMBL209818,None
C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)c1,CHEMBL3910361,None
COc1cc2c(Nc3ccc(NC(=O)c4ccc(C)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL3758585,None
Fc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,CHEMBL4564993,None
Cc1ccccc1-c1ccc2ncnc(Nc3ccc(CC#N)cc3)c2c1,CHEMBL3966044,None
Cc1ccc2nc(N3CCN(C)CC3)nc(Nc3cccc(NC(=O)c4ccc(F)cc4)c3C)c2c1,CHEMBL3933103,None
C[C@H](NC(=O)[C@@H](C)Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(F)c12)C(F)(F)F,CHEMBL4110890,None
CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccc5c(c4)OCO5)cc3)ncnc2cc1OC,CHEMBL3916644,None
Cc1nc(N(C)c2ccc(OCCCC(=O)NO)cc2)c2ccccc2n1,CHEMBL3775662,None
C[C@@H](Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(Cl)c12)C(=O)NCC#N,CHEMBL4111795,None
Cl.FC(F)(F)c1cc(Nc2ncnc3ccc(Br)cc23)ccc1OCc1ccccc1,CHEMBL547943,None
O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccccc1[N+](=O)[O-],CHEMBL3586187,None
COc1cccc(/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,CHEMBL1812556,None
FC(F)(F)c1ccc(CSc2nc(Nc3ccccc3Cl)c3ccccc3n2)cc1,CHEMBL4453702,None
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCN(CCC(=O)NCCCCCCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,CHEMBL4544574,None
COc1cc(OC)c(Nc2ncnc3ccc([N+](=O)[O-])cc23)cc1Cl,CHEMBL3760036,None
COc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(F)cc3O[C@H](C)C(=O)NCC(F)(F)F)c12,CHEMBL4111024,None
Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,CHEMBL2070197,None
CCOc1cc2ncnc(Nc3cccc(-c4nc(C)cs4)c3)c2cc1OCC,CHEMBL129592,None
COc1ccc(N(C)c2nc(CF)nc3ccccc23)cc1,CHEMBL522491,None
CCOc1cc2nc(-n3ccnc3)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL2088848,None
COc1cc(Nc2ncnc3cc(OC)c(OC)cc23)cc(OC)c1,CHEMBL1192428,None
CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCN(c6ccccc6)CC5)c(OC)cc34)ccc2s1,CHEMBL1163247,None
O=C(/C=C/CN1CCCC1)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,CHEMBL4635100,None
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CHEMBL514436,None
CCOc1cc2nc(CCl)nc(Nc3cccc(Br)c3)c2cc1OCC,CHEMBL67906,None
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL3622650,None
COc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c(OC)c1OC,CHEMBL4127990,None
CC(=O)Nc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,CHEMBL2062545,None
COc1cc(Nc2ncnc3c(NC(=O)Nc4ccc(F)cc4C(F)(F)F)cccc23)cc(OC)c1,CHEMBL3912014,None
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)nn1)NO,CHEMBL3964033,None
CN(c1cccc([N+](=O)[O-])c1)c1nc(-c2ccccc2)nc2ccccc12,CHEMBL4464779,None
Cc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,CHEMBL1534709,None
COc1cc2nc(N3CCN(C)CC3)nc(Nc3ccccc3)c2cc1OC,CHEMBL4281113,None
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(S(C)(=O)=O)CCO1,CHEMBL3892030,None
CC(C)CCOC(=O)c1nc(Nc2cc(Oc3ccccc3)cc([N+](=O)[O-])c2)c2ccccc2n1,CHEMBL3337569,None
COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)cc1OC,CHEMBL3809529,None
COc1cc2ncnc(N3CCCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCC1,CHEMBL4173430,None
CCN1CCC[C@H]1c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)cs1,CHEMBL3910064,None
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(N(C)C)c4)ncnc3cc2OC)CC1,CHEMBL3939726,None
Clc1cc(Nc2ncnc3cccc(OC4CCOCC4)c23)ccc1OCc1ccccn1,CHEMBL193578,None
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,CHEMBL301018,None
CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CHEMBL293090,None
Cc1ccccc1Nc1nc(NCc2ccccc2)nc2ccccc12,CHEMBL92450,None
CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccncc4)cc3)ncnc2cc1OC,CHEMBL3964581,None
C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3OC)ncnc2cc1OCCNC(=O)CN(C)C,CHEMBL3676382,None
COc1cc2nc([S+]([O-])CC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(Nc3c(Cl)cc(/C=C/C#N)cc3Cl)c2cc1OC,CHEMBL4446106,None
COc1cc(-c2ccc3ncnc(Nc4ccccc4C(N)=O)c3c2)ccc1O,CHEMBL3661219,None
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,CHEMBL3818115,None
COc1cc2ncnc(Nc3ccc4cn[nH]c4c3)c2cc1OC,CHEMBL3800021,None
CC(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,CHEMBL3661248,None
CN1CCN(C(=S)SCCCOc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)CC1,CHEMBL1778035,None
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCN(CCC(=O)NCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,CHEMBL4473608,None
COc1ccccc1Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2ccccc12,CHEMBL1467788,None
Cc1nc(N(C)c2ccc([Se]C#N)cc2)c2ccccc2n1,CHEMBL4073184,None
C#Cc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL4571565,None
O=C(CN1CCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4173990,None
OCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL3542268,None
CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4ccc(OC(F)(F)F)cc4)c3c2)cnc1OC,CHEMBL4214421,None
COc1ccc(N(c2nc(Cl)nc3ccccc23)C2CCCCC2)cc1,CHEMBL3933661,None
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NC(C)C,CHEMBL3671510,None
COc1cc2ncnc(Nc3c(F)cc(F)cc3Br)c2c(OC)c1OC,CHEMBL2409837,None
Cl.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5nnc(C(F)(F)F)o5)cc34)cc2Cl)c1,CHEMBL532895,None
COc1cc(-c2ccc3ncnc(Nc4ccc5nc[nH]c5c4)c3c2)ccc1O,CHEMBL3661235,None
Cl.FC(F)(F)c1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,CHEMBL602493,None
COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCC(=O)NO,CHEMBL3774414,None
CCOc1cc2nc(Cn3ccnc3)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL127647,None
NC(=O)c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,CHEMBL4544744,None
COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C(=O)N(C)C)cc4)c(C)c3)c2c1,CHEMBL230893,None
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC.Cn1nnc2c(C(O)O)ncn2c1=O,CHEMBL152739,None
COc1cc(-c2ccc3ncnc(Nc4cc(O)ccc4C)c3c2)ccc1O,CHEMBL3661316,None
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NC,CHEMBL3926393,None
Clc1ccc2c(Nc3ccccc3)ncnc2c1,CHEMBL554117,None
COc1ccccc1Nc1ncnc2ccccc12,CHEMBL1384010,None
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCNC2)n1,CHEMBL3985163,None
C[C@@H](Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(F)c12)C(=O)NCC(F)(F)F,CHEMBL4113312,None
COc1cc2nc(N3CCC(N4CCOC(CO)C4)CC3)nc(Nc3ccc(Cl)cc3)c2cc1OC,CHEMBL496787,None
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(O)cc4)c3cc21,CHEMBL3612594,None
